review_id,user_name,user_image_url,review_text,rating,thumbs_up,review_created_version,review_time,reply_text,reply_time,app_version
b357cb35-4e23-4587-ba2e-d0ef97e96e4c,martha mokgotho,https://play-lh.googleusercontent.com/a-/ALV-UjVVbFka2uGVQq_65WQ-OC0Kd3_TsR57A0L8nI8GyIkdyq3irvaW,awesome stuff,5,0,1.2025.350,2025-12-29 09:54:13,,,1.2025.350
1f2379b4-88c4-4b7f-95f2-e5be845dbb0f,rob mark,https://play-lh.googleusercontent.com/a-/ALV-UjXLLfKr-UM56WO3htP_Sp20UfYg14Y8E_f_rx3EW2Y5n8dPb_8FSg,"it is indoctrinated into left wing ideology for instance it cant draw a picture of anything that it has been told is ""hurtful"" such as a poor person. or a black thief. (its racist too)",2,0,1.2025.350,2025-12-29 09:54:07,,,1.2025.350
dbd26238-0cad-4c8f-bf39-d4cb82af0c1d,Dhananjay Bandewar,https://play-lh.googleusercontent.com/a/ACg8ocKe5CnJWzKBhslaONab6ljRCQQBNByf2puY-Ilcmfrt7IQZYw=mo,best ai,5,0,1.2025.350,2025-12-29 09:54:03,,,1.2025.350
b13c95ea-d373-4b33-8d18-81c642b0a01e,Udneshwar Kumar,https://play-lh.googleusercontent.com/a-/ALV-UjXreiUJxg2eClPkwQm6KEze3b3leW4EorfD5KA2mppLXQbl1-U,awesome 👌 we solve maximum doubt in any field,5,0,1.2025.336,2025-12-29 09:53:55,,,1.2025.336
615a3f58-725f-42e5-86b9-f1de8e922ba8,Patel Khushi,https://play-lh.googleusercontent.com/a-/ALV-UjXCjU5TcAZ2xF-nhbprpTyRxhdfhNQCwFKMDlBSBVElRJpuaSPz,"ChatGPT is a very useful app,it helps a lot in everything but especially for studies. I am improving my studies with the help of ChatGPT.",5,0,1.2025.350,2025-12-29 09:53:44,,,1.2025.350
ad01f392-c234-4192-b400-e61b31d6f016,Rakesh Meghwal,https://play-lh.googleusercontent.com/a/ACg8ocI-3ZL3IldOo2MDRaWy44-6NETQVq6_hrz3N9pazgIxsCKyMA=mo,acha app,2,0,1.2025.350,2025-12-29 09:53:37,,,1.2025.350
a67afb1a-ed34-4d4a-9bb2-665dc151fdf3,Mohd Mustafa,https://play-lh.googleusercontent.com/a-/ALV-UjV06ppnLwQwM8IQXdEyfSA9mqTpjY1YYggDXHmTnR6u0Nc6Pe5P,good,5,0,1.2025.336,2025-12-29 09:53:16,,,1.2025.336
b1be8ee7-e2e8-4cea-8610-d66d8b5c40bb,Zain Zain,https://play-lh.googleusercontent.com/a-/ALV-UjW-r2r1NKLa9eYobqp0OyLnX6OBbH0X1rXbfu3XI72MxurEO4wq,exactly 💯,5,0,1.2025.350,2025-12-29 09:53:13,,,1.2025.350
3e5965bc-ec5d-45be-9707-8d01e605c1d4,Geeta sabhani Sabhani,https://play-lh.googleusercontent.com/a/ACg8ocILym9fm3xZ60lnUTr04DbvtVK3cB2TeO0gwGDWWokfHpoKjg=mo,everything 👍 good,4,0,1.2025.350,2025-12-29 09:52:49,,,1.2025.350
4f29091f-1708-4f73-8390-db015ad29a4e,LIZIYA,https://play-lh.googleusercontent.com/a-/ALV-UjWmEZJ9nSAwW867R6rv2eHd6Yx-Dly7kGHiapAFuARjmxiV_gcz,amazing,5,0,1.2025.350,2025-12-29 09:52:25,,,1.2025.350
0e45d17e-a224-4b8e-b21d-cdf7cf55cee1,Chris Attah,https://play-lh.googleusercontent.com/a/ACg8ocIdr8jpB7bk3jxMLXwIGJDvwlfhlsVQJgdsUZiJCPjc5uH8Tg=mo,educating,5,0,1.2025.336,2025-12-29 09:51:46,,,1.2025.336
1016f493-9ae5-4b5a-99f4-b005cb3b6396,DR LINk,https://play-lh.googleusercontent.com/a-/ALV-UjVjNzxTyPlyP2RObduFBFqPRnPv16DlTol8otvUFkMCiWvpWsyB,অসাধারণ কার্যকলাপ সেট করে অনেক ভালো লাগলো👍👍👍👍,5,0,,2025-12-29 09:50:27,,,
72844dc5-ce32-4314-a239-b0a7da588e85,Tharun Prashan,https://play-lh.googleusercontent.com/a-/ALV-UjVxMVE7o5FajsKB7ogrs6ADxlgySCmmgaX2aJfCbS1W7fJVYg0,Great App. Its Usefull for so many works. Best AI app i have ever used. But please Improve the knowledge on Tamil Language it would be really really Very much helpful,5,0,1.2025.350,2025-12-29 09:48:51,,,1.2025.350
cc8006b6-7936-47b2-b1ef-5e68430db544,Ziddan Ziddu,https://play-lh.googleusercontent.com/a/ACg8ocIaTXAXrKozRR8A0IQ3gkeoF3mS1xJJXkOgdpOIP6EcU2zq7w=mo,exallant,5,0,1.2025.336,2025-12-29 09:47:49,,,1.2025.336
6764506b-6cea-4c10-9006-9fa4ff9f5ea6,manoj choudhary,https://play-lh.googleusercontent.com/a-/ALV-UjUxbu2T07uLBZUm0dxbf-gA8WpMjKXa3unTelOGcpyQe994JT7z,very good,5,0,1.2025.350,2025-12-29 09:45:20,,,1.2025.350
8c3343a0-cf13-40e9-af7a-09d707f83b25,Samisa Ashe,https://play-lh.googleusercontent.com/a/ACg8ocIdFPwsdEiKCGAOgaPGHP39OGY5rAxwywhBsHuE0hJNgk5gDg=mo,good,5,0,1.2025.350,2025-12-29 09:45:08,,,1.2025.350
10023b05-8e21-48c5-b05e-2a3d866c0e13,Samina rehmat,https://play-lh.googleusercontent.com/a/ACg8ocJY_J8MwXpQlEtMT8z_EZeQvd-qfzTBjA9wtmUQ_-7zArjSeg=mo,very good,5,0,,2025-12-29 09:44:56,,,
a4923a69-9a4f-4558-93c6-eba4f277eeaa,Uzma Koser,https://play-lh.googleusercontent.com/a-/ALV-UjXD6N1ae-mi7ntcg9e0KYuUSFyeBHvXNGMEH_QhoAuEManTeDo,very nice 👍🙂,5,0,1.2025.350,2025-12-29 09:43:52,,,1.2025.350
0dbed294-2c7d-40a1-a106-477131107050,Ajith Kumaranayaka,https://play-lh.googleusercontent.com/a/ACg8ocI9NzlmK2Ue1ai6eQex4lPbikRR-I0Fak27IWRPTrbnt1di0g=mo,very good and super phofomence,2,0,1.2025.350,2025-12-29 09:43:47,,,1.2025.350
f699fdac-0722-4cb7-bb44-8e64289bf11f,Subarna Devi,https://play-lh.googleusercontent.com/a/ACg8ocJ9QQ473k1HpkqnS-sQ-HYUwPLFTV4-8vl2Nf-m5H64_j8E-A=mo,good,4,0,1.2025.343,2025-12-29 09:42:38,,,1.2025.343
87e26b2c-b8c3-4289-b1e9-6d0a2f6affd0,JEANELLE PHILIP,https://play-lh.googleusercontent.com/a-/ALV-UjWNLHDIrOm4gFni9wHVQl6N6EL7US_MQ3Wfqh0ePAa6ZQ8kJV5G,"wonderful app, love it!",5,0,1.2025.350,2025-12-29 09:42:37,,,1.2025.350
7385b5ac-b131-406c-8c1d-121f768a4944,USMAN MUHAMMAD ABUBAKAR,https://play-lh.googleusercontent.com/a-/ALV-UjUOn8ayiL4JEkA3-n4m8rUWFzOBTscBp6og3ScpehdGJDcAH0M,"The greatest of all time😍 If you were a footballer, you are Messi😍💯",5,0,1.2025.343,2025-12-29 09:42:03,,,1.2025.343
9080fd7c-d8f8-4d0a-9523-21d3e933d523,Karan Mirdha,https://play-lh.googleusercontent.com/a-/ALV-UjW2HmZmf6ZDbQWaajaa9OsnKXjbRxLsm3_gZnrvfQtykj6IINQ,good 👍,5,0,1.2025.350,2025-12-29 09:42:02,,,1.2025.350
c0d3e326-5b07-4b28-aaef-b57a3eb024a3,SNEH SHARMA,https://play-lh.googleusercontent.com/a-/ALV-UjVKfoGZCxV3un64fjGaq-zwaM0QAwsL5yjeLZ_WQa-kxfdOHsWG,It's really helpful and we can meet our all needs related to study over here.,5,0,1.2025.350,2025-12-29 09:41:59,,,1.2025.350
a816d4fa-ec26-4e57-ae97-deb0a60574a3,Ronny Kumar,https://play-lh.googleusercontent.com/a/ACg8ocLfSwac_2E_HC4eL4Fg3ebXolDQu2WpA_slyk6ZBM4vrVB2kA=mo,good,5,0,1.2025.350,2025-12-29 09:41:52,,,1.2025.350
b69ea5e2-fa4e-4afb-b0af-b4254e7a4ab2,Sajib Bora,https://play-lh.googleusercontent.com/a/ACg8ocK4CX_MwhashLmDek4Oi3seW1lenEK7ORMawy_fIoA4dXttDw=mo,it is very helpful and usefull,5,0,1.2025.350,2025-12-29 09:41:36,,,1.2025.350
dbe70615-c4b1-489b-9a69-7864997f74c2,Khant Min Khon,https://play-lh.googleusercontent.com/a/ACg8ocIEynwp-AXeCJF8Hr7pQWiRbDew8VNmLx6m_f28IUY0RQwrqg=mo,Nice good 👍,5,0,1.2025.350,2025-12-29 09:39:54,,,1.2025.350
79aeeff5-a415-40dc-a80a-25d09c41c2ef,chandra sekhar Gujjala,https://play-lh.googleusercontent.com/a-/ALV-UjUx5i0k7ggi9mbCpJCa0GNq8DDTvDXjJXbl2IPU5kEDucA_CxOS,very good,5,0,1.2025.350,2025-12-29 09:39:50,,,1.2025.350
b1180973-c1f0-4b47-94f1-ed758db1da4c,Aniket Kamble,https://play-lh.googleusercontent.com/a/ACg8ocLiKG68cB-C-nkM1HR9wRlNkFjFkuq9Dtssr1839cJUKJiMlQ=mo,best,5,0,1.2025.350,2025-12-29 09:39:47,,,1.2025.350
73836ba4-5934-4cae-a179-37fe9777a76d,Avikshith,https://play-lh.googleusercontent.com/a-/ALV-UjUF8KZM5d9ol8HPwf23clkd81HfTv2vCg7KzICFUJ9qAXHpsA,Its very useful,5,0,1.2025.350,2025-12-29 09:39:32,,,1.2025.350
3c13329d-b6cb-4738-af81-596e2608eaea,Tanzil Shaikh,https://play-lh.googleusercontent.com/a/ACg8ocKQjLGxYomI7AtUL8TC5hdfprB-JnsEkSOpH2xOTGo1dCn5Xw=mo,very important,4,0,1.2025.350,2025-12-29 09:39:12,,,1.2025.350
bfc89188-7e36-4d80-bc1c-caf3895b877b,Kamal Kant,https://play-lh.googleusercontent.com/a-/ALV-UjUWeNNcx5MxBmTNMOS-mQIqYTiTK-WUknJy5lChBSSaThFnxMA,🥰🥰👍,5,0,1.2025.350,2025-12-29 09:39:11,,,1.2025.350
cb71b2d2-de15-484d-ad15-4abd34442391,Mishthi Goel,https://play-lh.googleusercontent.com/a/ACg8ocK_GCXRbA8f7SZpgOAdW9luPb2QjgOAJOHZB0y7JN-cQibS9A=mo,meowmeowmeow,3,0,1.2025.350,2025-12-29 09:38:47,,,1.2025.350
7148b0cb-93c1-460c-b9aa-b46ee121ccbc,PRAVEEN KUMAR MISHRA (Pt. RUDRA PRATAP MISHRA),https://play-lh.googleusercontent.com/a-/ALV-UjU2QI-GE5eMGbWJz2jIltLZS2ofJzhSnj1Dh01BIsHCX5ksvdIT,Good,5,0,1.2025.350,2025-12-29 09:38:24,,,1.2025.350
20e767fd-7136-4a18-bc11-dd7dfb86ff6e,Kanav nirwan,https://play-lh.googleusercontent.com/a-/ALV-UjUYmtP22u54uRqOMXyyZs-InZkmOLJSB5766pFgQ0QbfyKNC9Rw,best app 💯💯💯💯💯💯,5,0,,2025-12-29 09:37:56,,,
9f11f145-567f-452a-aff3-38e7321224b0,Lumala Abdulhakiim Kigyakuggwa,https://play-lh.googleusercontent.com/a/ACg8ocLKVDZwlt-iq8qLhUZpA3qgighq5AR2s62u_B-Ixin8lFj2nw=mo,good,5,0,1.2025.350,2025-12-29 09:37:12,,,1.2025.350
4d4c1e7c-600b-486a-bc3a-3948ad4cdd33,Evena Ghimire,https://play-lh.googleusercontent.com/a/ACg8ocLUJc9il5PWQaND2rOympO1sdSTYGNoXbkz0eacR10SGdEJUQ=mo,you are the bestttt,5,0,1.2025.350,2025-12-29 09:36:33,,,1.2025.350
6b3439d9-1f77-41ab-994b-3605d13042b4,Rafsan Jani,https://play-lh.googleusercontent.com/a-/ALV-UjUVpyfehTEUo7sR9fmpAp1Vd9y_dnMkwdtKk4MaABJqylNt23yK,very dangerous and harmful for Muslim i Said make suratul mulk that think made for me but use shortcut i mean it skip line and i ask you make some wrong line it told sorry that's all. like seriously islam is not fun right,5,0,1.2025.350,2025-12-29 09:36:24,,,1.2025.350
630e0525-0c57-4ce9-883e-7353f1dc26e6,Akshata Pawar,https://play-lh.googleusercontent.com/a-/ALV-UjUh-Nn273YorBk4G4Y2JkI-JaSgdRv8vc7G1lKSToOUz5_b0Os,best,5,0,1.2025.343,2025-12-29 09:36:00,,,1.2025.343
5d69cf4b-6467-435a-9d4a-895233ae1132,Shubh Rathod,https://play-lh.googleusercontent.com/a/ACg8ocKUN1ZDN7oFell_-Hw-ay1sMlz94VzLPB5kSZipMce7PFqkzg=mo,it is. a helpful app 😍😍😍😍😍,5,0,,2025-12-29 09:35:57,,,
75010a34-5ac0-4b5a-acbf-f0841e4f3d14,Izumi,https://play-lh.googleusercontent.com/a-/ALV-UjUyR0ikx8THQN4CXuT3x4wZeDzo-NSJkOf0C5DbwWwziTCmFto,"I'm even more appreciative of ChatGPT's professional mode because it's an incredible AI app. This AI app is fantastic for teenagers and their future plans, as well as a fantastic and motivating colleague to support you in your future endeavors, etc.",5,0,,2025-12-29 09:35:54,,,
a038bffb-0104-49c4-ab2d-57469229a668,Sunil Bhosale,https://play-lh.googleusercontent.com/a-/ALV-UjWOIdtzQf92HS5XzQ1ZrcKLqjWHectOm4iGTlyrzOn_nRH3QKNl,very useful and best app,4,0,1.2025.350,2025-12-29 09:35:20,,,1.2025.350
c00e86c2-bf9d-4894-9db1-4c5f41f418b5,Karthikraj,https://play-lh.googleusercontent.com/a/ACg8ocJwCoBiiN-gwSjE1LlG0BZHmGRFZ82HB0H9dbBvVw9YFemG2w=mo,very good,4,0,1.2025.350,2025-12-29 09:34:27,,,1.2025.350
70a19123-30a5-4fa7-8c33-fc2ccb5a5a04,Aravind Jo,https://play-lh.googleusercontent.com/a/ACg8ocKgcjLgP_Z3EftlgwluHm5RjNx0I7HOktmTcJQIBmlH1uv3wTI=mo,good,5,0,1.2025.343,2025-12-29 09:34:22,,,1.2025.343
efa448a3-66a2-462c-b4c4-70f0a60b89e6,Ayesha Aeram,https://play-lh.googleusercontent.com/a-/ALV-UjUs-3QQ9m0-1hyQYBvFBIgb1kRVn6DwXV54GW46SlwxI2INuiA,totally good 👍 aap it's very useful for any topic of discussion with students study's,5,0,1.2025.350,2025-12-29 09:34:17,,,1.2025.350
1b8b66ed-374e-41c4-be76-3684b45f6690,Min Khant,https://play-lh.googleusercontent.com/a/ACg8ocLxfg-CV5-zpDdq5JLVLMUKe9Cz0DcZqxydbdbo1PA7uwtKmA=mo,Nice,5,0,1.2025.350,2025-12-29 09:34:03,,,1.2025.350
6ea1e5bd-6498-4140-b55c-82b2f29d1569,Asmita Kunwar,https://play-lh.googleusercontent.com/a/ACg8ocK9rgD-Y45hmSgWb6R8PFAvQ2FkHxR4bA5xOJWZ5LDcEUCMQQ=mo,♥️,3,0,1.2025.350,2025-12-29 09:33:29,,,1.2025.350
e90768f3-dd24-4fce-b9fc-ffd30354172a,moto hacker,https://play-lh.googleusercontent.com/a/ACg8ocLOYiaY3fl9ac_-glyvkmIaorcnhpho_2tZRGz-MXpM4mHaBg=mo,good,4,0,1.2025.245,2025-12-29 09:33:22,,,1.2025.245
e94be0d8-4f1d-4a2a-adef-aa78af466f1c,Nelly Steve,https://play-lh.googleusercontent.com/a-/ALV-UjWYspQW1ta_NkCj4va5-YpsigTe2T2RmIF-kUNArDoIwPQdc_TawQ,I love it,5,0,1.2025.350,2025-12-29 09:32:55,,,1.2025.350
59a1c098-c463-4e5f-b44b-0923dc93d2c3,kajal rathore,https://play-lh.googleusercontent.com/a/ACg8ocITxjyry5DC4GqrT8zAQ63_ROPpZ6sjmW7BdfUlXyb1vIe_qQ=mo,Good 😊,5,0,1.2025.350,2025-12-29 09:32:49,,,1.2025.350
236e235c-d1dd-4fb5-8cb3-64108e752a0d,Amanda Ndaba,https://play-lh.googleusercontent.com/a/ACg8ocKubURqSpAToUodCh5DaJqPUjwnS0WqtXNwrNnkLPnI-a-9aA=mo,nice,5,0,1.2025.350,2025-12-29 09:32:48,,,1.2025.350
5e22e2fc-1481-4a8f-a9ec-984e80bb91ae,Hk HRidoy,https://play-lh.googleusercontent.com/a/ACg8ocKslEZ0qrMt-5IbSePDQJst5oVjdBqkrd0eVBQCV_A0fnf8qg=mo,ChatGpt❌ chatergpt✅,2,0,1.2025.343,2025-12-29 09:31:43,,,1.2025.343
08b3c965-df2e-4535-83be-bd70d05acb0a,Elina,https://play-lh.googleusercontent.com/a/ACg8ocLNzgE39b974XbQ11Oe0udss73myF3V5DVot7TUYkctydO6zg=mo,👍🏻,5,0,1.2025.350,2025-12-29 09:31:33,,,1.2025.350
c829938b-c972-4835-af88-f952ece41b26,kaif Qureshi,https://play-lh.googleusercontent.com/a-/ALV-UjXKKqtdr01DDbz4bw-txT6aKpJlkrIMT1_x8hCneAHV2llkbrrG,nice,5,0,1.2025.350,2025-12-29 09:30:56,,,1.2025.350
c8fcc5e8-a196-4284-b85c-fc81bf949035,Sneha Waghmare,https://play-lh.googleusercontent.com/a/ACg8ocKZ8CB0QNRGpJXMbQG-Ji7OtKP7xu4pTxtx1w8bXaUmvr4cow=mo,👌👌👌👍👍,5,0,1.2025.329,2025-12-29 09:30:02,,,1.2025.329
b76fb21d-e10e-4176-ac60-17777c53912c,min kha,https://play-lh.googleusercontent.com/a-/ALV-UjX6a0G5J66KCagfPFD7xtzo3H9VXTpqyGc-q3OlZVi5nnrEkZMG,good application,4,0,1.2025.350,2025-12-29 09:29:43,,,1.2025.350
90402283-0cd9-4600-886e-5d2f3e67d67e,Md Jahir,https://play-lh.googleusercontent.com/a-/ALV-UjVVKBRQT96E6lQ3VEuIcyxrQXBEgjL2tplnn8UQfnvdnMjLh3s,nice,5,0,1.2025.350,2025-12-29 09:28:55,,,1.2025.350
39a10428-2d25-4f1f-8e3d-baa23807d0e9,Gayatri Krishna,https://play-lh.googleusercontent.com/a/ACg8ocJbuuQMECgGhxuE2y0JyvI6wGLpZvKlNMIGn68Usmk5u3cDkN1A=mo,"image processing never goes well, heck I'll prolly have it loaded in next life. please fix it.",1,0,1.2025.350,2025-12-29 09:28:37,,,1.2025.350
88fa9a51-96da-4dbd-9c9a-94337202b6ab,ARPITA MONDAL,https://play-lh.googleusercontent.com/a-/ALV-UjWFdrQ0Jjk9Qw-Ut97B7tspsV6S-OBDycJqXY6E8_DiRLxQLYRG,Best app,5,0,1.2025.350,2025-12-29 09:28:12,,,1.2025.350
